"stop_id","stop_name","stop_lat","stop_lon"
1,"New York Stop 1",40.7736347827129,-73.9684048592579
2,"New York Stop 2",40.7238989408128,-74.0104860620666
3,"New York Stop 3",40.7330443168757,-73.9846338473726
4,"New York Stop 4",40.7011299273931,-74.0023668075819
5,"New York Stop 5",40.7919740892714,-73.9842913585436
6,"New York Stop 6",40.7741637727478,-73.9726055716537
7,"New York Stop 7",40.7116295386106,-73.9576842541411
8,"New York Stop 8",40.7181694525992,-74.0103248198074
9,"New York Stop 9",40.7573157449719,-73.95446162306
10,"New York Stop 10",40.7272682977608,-73.9822643672233
11,"New York Stop 11",40.7153169580502,-73.9871957471711
12,"New York Stop 12",40.7472354563652,-73.9731556075322
13,"New York Stop 13",40.7049666472711,-74.0057913772762
14,"New York Stop 14",40.7774475695565,-74.0090046630171
15,"New York Stop 15",40.7452294656541,-73.9705965268728
16,"New York Stop 16",40.7290121353697,-74.0103950305865
17,"New York Stop 17",40.7347220134456,-73.9984573422722
18,"New York Stop 18",40.7051103505539,-73.9700850706431
19,"New York Stop 19",40.7806153763784,-74.0053809867403
20,"New York Stop 20",40.7937135322019,-73.969910971201
21,"New York Stop 21",40.7362517637433,-73.9705756237521
22,"New York Stop 22",40.790462684189,-74.0142041084985
23,"New York Stop 23",40.7384699216345,-73.9880640576105
24,"New York Stop 24",40.7155432603322,-73.9594071925478
25,"New York Stop 25",40.7596514641307,-73.9998670677515
26,"New York Stop 26",40.761288813618,-73.9942997029563
27,"New York Stop 27",40.7368609849131,-74.0184029647638
28,"New York Stop 28",40.7290887697833,-73.9827200335823
29,"New York Stop 29",40.7783186524641,-74.0082202124014
30,"New York Stop 30",40.7635581240291,-73.978970126689
31,"New York Stop 31",40.7460715002147,-73.9884058891353
32,"New York Stop 32",40.7970080111176,-74.0012931356253
33,"New York Stop 33",40.7476782070706,-73.9744167978782
34,"New York Stop 34",40.7871629055124,-73.9705979436054
35,"New York Stop 35",40.7588214997901,-73.9883279735385
36,"New York Stop 36",40.7664870821638,-73.9947162294341
37,"New York Stop 37",40.7587053179974,-73.9549706172105
38,"New York Stop 38",40.702241227217,-73.9700700693578
39,"New York Stop 39",40.7183034586254,-74.01688425411
40,"New York Stop 40",40.7591042312328,-74.0032813610416
