"stop_id","stop_name","stop_lat","stop_lon"
1,"London Stop 1",51.4732081605122,-0.00375860049389304
2,"London Stop 2",51.4772000915837,-0.0161351068411023
3,"London Stop 3",51.5655318845995,-0.0504714378155768
4,"London Stop 4",51.434353847336,-0.1109657027293
5,"London Stop 5",51.489556629397,-0.0792577644344419
6,"London Stop 6",51.5973079092801,-0.0285470727365464
7,"London Stop 7",51.4477486139163,-0.129790249513462
8,"London Stop 8",51.430049977079,-0.185620450228453
9,"London Stop 9",51.5732656640932,-0.0560355017893016
10,"London Stop 10",51.5344670983031,-0.112679728865623
11,"London Stop 11",51.570071931323,-0.115826235152781
12,"London Stop 12",51.4601566900499,-0.0826206551399082
13,"London Stop 13",51.4195033166092,-0.188950543524697
14,"London Stop 14",51.4310634694993,-0.0821251548826695
15,"London Stop 15",51.4190069591627,-0.130478591937572
16,"London Stop 16",51.5747897756752,-0.176200265623629
17,"London Stop 17",51.5776318897028,-0.0942733734846115
18,"London Stop 18",51.4019813340157,-0.0682463666424155
19,"London Stop 19",51.4179185760673,-0.0521192184183747
20,"London Stop 20",51.5703761078417,-0.0344412119593471
21,"London Stop 21",51.4341134418733,-0.101132381893694
22,"London Stop 22",51.4682678157464,-0.132590345200151
23,"London Stop 23",51.5284221865237,-0.150407071784139
24,"London Stop 24",51.4919323596638,-0.124478232208639
25,"London Stop 25",51.5589474925306,-0.0406247850973159
26,"London Stop 26",51.5666238327045,-0.0208788881078363
27,"London Stop 27",51.4727520218585,-0.120692404964939
28,"London Stop 28",51.5777717967052,-0.184110916312784
29,"London Stop 29",51.4943970540538,-0.0541553535498679
30,"London Stop 30",51.428386526648,-0.0573738812003285
31,"London Stop 31",51.526915091835,-0.163612369960174
32,"London Stop 32",51.5095413086005,-0.0719549022614956
33,"London Stop 33",51.5101082278416,-0.10841396022588
34,"London Stop 34",51.4121462065727,-0.0707289115525782
35,"London Stop 35",51.5748319174163,-0.100350418128073
36,"London Stop 36",51.5107226164546,-0.14203472151421
37,"London Stop 37",51.4302940429654,-0.0820430872961879
38,"London Stop 38",51.5519645994063,-0.158954267157242
39,"London Stop 39",51.4764774013311,-0.0272451631724834
40,"London Stop 40",51.5107427651063,-0.0566728631034494
41,"London Stop 41",51.5959146387409,-0.0303133572917432
42,"London Stop 42",51.5733292334713,-0.120719174249098
43,"London Stop 43",51.5351665116847,-0.152448143437505
44,"London Stop 44",51.4720103508327,-0.0257079954259098
45,"London Stop 45",51.5772615660913,-0.0199001935310662
46,"London Stop 46",51.4519323360175,-0.184018965018913
47,"London Stop 47",51.5895483429078,-0.0195947404950857
48,"London Stop 48",51.4586945019662,-0.150088328681886
49,"London Stop 49",51.5252134708688,-0.00780470613390208
50,"London Stop 50",51.5984095922206,-0.181816123286262
51,"London Stop 51",51.5577461411245,-0.0239229761529714
52,"London Stop 52",51.4301029767841,-0.077272665919736
53,"London Stop 53",51.5322977714706,-0.179666823986918
54,"London Stop 54",51.5902803619392,-0.016991466563195
55,"London Stop 55",51.5728291393258,-0.0914949520491064
56,"London Stop 56",51.4033644752111,-0.00848921537399291
57,"London Stop 57",51.5596199938096,-0.0686014979612082
58,"London Stop 58",51.5112166114617,-0.110118537209928
59,"London Stop 59",51.5274502896704,-0.00850082691758872
60,"London Stop 60",51.4009507847019,-0.0529270813800395
61,"London Stop 61",51.4079394016415,-0.0767973894253373
62,"London Stop 62",51.5187091199216,-0.0321392460726201
63,"London Stop 63",51.475747977104,-0.150324286334217
64,"London Stop 64",51.4645401906688,-0.197171253198758
65,"London Stop 65",51.4392720590811,-0.14244682257995
66,"London Stop 66",51.5813010348007,-0.054968158248812
67,"London Stop 67",51.4006936023477,-0.00111904111690819
68,"London Stop 68",51.5761298418976,-0.114449287997559
69,"London Stop 69",51.5306302101351,-0.0939577355049551
70,"London Stop 70",51.4462183988187,-0.0294091169722378
71,"London Stop 71",51.463710449636,-0.0966821019537747
72,"London Stop 72",51.5515844853129,-0.0858693275135011
73,"London Stop 73",51.4854571234435,-0.163666986953467
74,"London Stop 74",51.4559126902837,-0.161828737379983
75,"London Stop 75",51.5765790483914,-0.152781992172822
76,"London Stop 76",51.4443452046253,-0.117940666060895
77,"London Stop 77",51.4324038736522,-0.0879039947874844
78,"London Stop 78",51.5979371832684,-0.0592092102393508
79,"London Stop 79",51.5470185678452,-0.183493773872033
80,"London Stop 80",51.4099896567408,-0.0649731657933444
81,"London Stop 81",51.4725058520678,-0.0708314921241254
82,"London Stop 82",51.5660197370686,-0.0736494834069163
83,"London Stop 83",51.5009199350607,-0.175615653814748
84,"London Stop 84",51.5741739819292,-0.0707621799781919
85,"London Stop 85",51.4188211067114,-0.0113515373785049
86,"London Stop 86",51.5829967222177,-0.0395476943813264
87,"London Stop 87",51.4451687402558,-0.0368405290879309
88,"London Stop 88",51.5599628198426,-0.195749404840171
89,"London Stop 89",51.4939553227741,-0.0971592849586159
90,"London Stop 90",51.4441609984264,-0.115017968835309
91,"London Stop 91",51.4444959238172,-0.0497050745878369
92,"London Stop 92",51.4587957296986,-0.181498740892857
93,"London Stop 93",51.4210801884066,-0.133034556172788
94,"London Stop 94",51.4540089120157,-0.172645375970751
95,"London Stop 95",51.4458752312697,-0.152274734806269
96,"London Stop 96",51.4066836548503,-0.0775889777578413
97,"London Stop 97",51.5514216709882,-0.106935746176168
98,"London Stop 98",51.5876859389711,-0.04812160753645
99,"London Stop 99",51.5916497961152,-0.195295684644952
100,"London Stop 100",51.5289633034263,-0.152648858074099
